230.45,31.98,32.2,234.12,452.81,452.81,249.03,15.25,16.32,15.03
230.45,31.98,32.2,234.12,452.81,452.81,283.84,15.25,16.53,15.03
230.45,31.98,32.2,234.12,452.81,452.81,284.28,15.25,16.53,15.03
230.45,31.98,32.2,234.12,452.81,452.81,288.5,15.25,16.32,15.03
230.45,31.98,32.2,234.12,452.81,452.81,283.4,15.25,16.32,15.03
230.45,31.98,32.2,234.12,452.81,452.81,284.89,15.25,16.32,15.03
230.45,31.98,32.2,234.12,452.81,452.81,285.93,15.46,16.32,15.03
230.45,31.98,32.2,234.12,452.81,452.81,289.59,15.46,16.53,15.03
230.45,31.98,32.2,234.12,452.81,452.81,287.68,15.25,16.74,15.03
230.45,31.98,32.2,234.12,452.81,452.81,285.12,15.25,16.74,15.03
230.45,31.98,32.2,234.12,452.81,452.81,286.82,15.25,16.53,15.03
230.45,31.98,32.2,234.12,452.81,452.81,284.47,15.25,16.32,15.03
230.45,31.98,32.2,234.12,452.81,452.81,251.85,15.25,16.32,31.36
230.45,31.98,32.2,234.12,452.81,452.81,285.77,15.25,16.53,31.36
230.45,31.98,32.2,234.12,452.81,452.81,289.41,15.25,16.53,31.78
230.45,31.98,32.2,234.12,452.81,452.81,282.12,15.25,16.53,31.78
230.45,31.98,32.2,234.12,452.81,452.81,286.63,15.25,16.53,32.2
230.45,31.98,32.2,234.12,452.81,452.81,285.78,15.25,16.53,32.2
230.45,31.98,32.2,234.12,452.81,452.81,286.18,15.25,16.53,32.2
230.45,31.98,32.2,234.12,452.81,452.81,284.87,15.25,16.32,32.2
230.45,31.98,32.2,234.12,452.81,452.81,268.14,15.25,16.53,32.2
230.45,31.98,32.2,234.12,452.81,452.81,285.35,15.25,16.53,32.2
230.45,31.98,32.2,234.12,452.81,452.81,284.27,15.25,16.32,32.2
230.45,31.98,32.2,234.12,452.81,452.81,287.03,15.25,16.32,30.71
230.45,31.98,32.2,234.12,452.81,452.81,285.73,15.25,16.53,30.71
230.45,31.98,32.2,234.12,452.81,452.81,285.36,15.25,16.74,31.14
230.45,31.98,32.2,234.12,452.81,452.81,287.03,15.03,16.74,31.14
230.45,31.98,32.2,234.12,452.81,452.81,284.45,15.03,30.27,31.14
230.45,31.98,32.2,234.12,452.81,452.81,270.72,15.03,30.27,31.14
230.45,31.98,32.2,234.12,452.81,452.81,286.38,15.03,16.74,31.14
230.45,31.98,32.2,234.12,452.81,452.81,282.95,15.03,16.74,31.14
230.45,31.98,32.2,234.12,452.81,452.81,270.72,15.25,16.74,31.14
230.45,31.98,32.2,234.12,452.81,452.81,274.12,15.25,16.74,31.14
230.45,31.98,32.2,234.12,452.81,452.81,285.35,15.25,16.74,31.14
230.45,31.98,32.2,234.12,452.81,452.81,288.53,15.25,16.74,31.14
230.45,31.98,32.2,234.12,452.81,452.81,287.26,15.46,16.74,31.14
230.45,31.98,32.2,234.12,452.81,452.81,291.29,15.25,16.53,31.14
230.45,31.98,32.2,234.12,452.81,452.81,290.02,15.03,16.53,31.14
230.45,31.98,32.2,234.12,452.81,452.81,264.73,15.25,16.74,31.14
230.45,31.98,32.2,234.12,452.81,452.81,285.54,15.25,16.74,31.14
230.45,31.98,32.2,234.12,452.81,452.81,285.11,15.25,16.74,31.57
230.45,31.98,32.2,234.12,452.81,452.81,284.24,15.25,16.53,31.57
230.45,31.98,32.2,234.12,452.81,452.81,288.74,15.25,16.53,31.57
230.45,31.98,32.2,234.12,452.81,452.81,285.53,15.25,16.95,31.57
230.45,31.98,32.2,234.12,452.81,452.81,289.16,15.25,16.95,31.57
230.45,31.98,32.2,234.12,452.81,452.81,285.55,15.25,16.95,31.57
230.45,31.98,32.2,234.12,452.81,452.81,287.01,15.25,16.95,31.57
230.45,31.98,32.2,234.12,452.81,452.81,284.69,15.25,16.95,31.57
230.45,31.98,32.2,234.12,452.81,452.81,287.25,15.25,16.95,31.57
230.45,31.98,32.2,234.12,452.81,452.81,270.07,15.25,16.95,31.57
230.45,31.98,32.2,234.12,452.81,452.81,283.62,15.25,30.27,31.57
230.45,31.98,32.2,234.12,452.81,452.81,284.69,15.25,30.27,31.57
230.45,31.98,32.2,234.12,452.81,452.81,266.87,15.25,30.27,31.57
230.45,31.98,32.2,234.12,452.81,452.81,288.51,15.25,16.95,31.13
230.45,31.98,32.2,234.12,452.81,452.81,273.28,15.25,16.74,31.13
230.45,31.98,32.2,234.12,452.81,452.81,286.16,15.25,16.74,31.13
230.45,31.98,32.2,234.12,452.81,452.81,289.6,15.25,16.74,31.13
230.45,31.98,32.2,234.12,452.81,452.81,289.38,15.25,16.95,31.57
